Date,Country,Agency/PMD (af_prt),Media Source (pid),Campaign (c),Clicks,Conversions,Conversion Type,Conversion Rate,Sessions,Loyal Users,Loyal Users/Installs,Total Revenue,Total Cost,ROI,ARPU,Average eCPI,booking_confirmed (Unique users),booking_confirmed (Event counter),booking_confirmed (Sales in INR),booking_done_10_fos (Unique users),booking_done_10_fos (Event counter),booking_done_10_fos (Sales in INR),booking_done_11_fos (Unique users),booking_done_11_fos (Event counter),booking_done_11_fos (Sales in INR),booking_done_1_fos (Unique users),booking_done_1_fos (Event counter),booking_done_1_fos (Sales in INR),booking_done_2_fos (Unique users),booking_done_2_fos (Event counter),booking_done_2_fos (Sales in INR),booking_done_3_fos (Unique users),booking_done_3_fos (Event counter),booking_done_3_fos (Sales in INR),booking_done_4_fos (Unique users),booking_done_4_fos (Event counter),booking_done_4_fos (Sales in INR),booking_done_5_fos (Unique users),booking_done_5_fos (Event counter),booking_done_5_fos (Sales in INR),booking_done_6_fos (Unique users),booking_done_6_fos (Event counter),booking_done_6_fos (Sales in INR),booking_done_7_fos (Unique users),booking_done_7_fos (Event counter),booking_done_7_fos (Sales in INR),booking_done_8_fos (Unique users),booking_done_8_fos (Event counter),booking_done_8_fos (Sales in INR),booking_done_9_fos (Unique users),booking_done_9_fos (Event counter),booking_done_9_fos (Sales in INR),button click (Unique users),button click (Event counter),button click (Sales in INR),call_now_clicked (Unique users),call_now_clicked (Event counter),call_now_clicked (Sales in INR),company name entered (Unique users),company name entered (Event counter),company name entered (Sales in INR),dg_locker_aadhaar_otp_shown (Unique users),dg_locker_aadhaar_otp_shown (Event counter),dg_locker_aadhaar_otp_shown (Sales in INR),event_overlay_permission_pop_up_continue_clicked (Unique users),event_overlay_permission_pop_up_continue_clicked (Event counter),event_overlay_permission_pop_up_continue_clicked (Sales in INR),event_overlay_permission_pop_up_dismiss_clicked (Unique users),event_overlay_permission_pop_up_dismiss_clicked (Event counter),event_overlay_permission_pop_up_dismiss_clicked (Sales in INR),event_overlay_permission_pop_up_shown (Unique users),event_overlay_permission_pop_up_shown (Event counter),event_overlay_permission_pop_up_shown (Sales in INR),first_booking_clicked (Unique users),first_booking_clicked (Event counter),first_booking_clicked (Sales in INR),first_booking_done (Unique users),first_booking_done (Event counter),first_booking_done (Sales in INR),instant_kyc_submitted_non_fos (Unique users),instant_kyc_submitted_non_fos (Event counter),instant_kyc_submitted_non_fos (Sales in INR),instant_kyc_success (Unique users),instant_kyc_success (Event counter),instant_kyc_success (Sales in INR),kyc_completed_non_fos (Unique users),kyc_completed_non_fos (Event counter),kyc_completed_non_fos (Sales in INR),load_posting_form_opened (Unique users),load_posting_form_opened (Event counter),load_posting_form_opened (Sales in INR),order_tracking_created_1_fos (Unique users),order_tracking_created_1_fos (Event counter),order_tracking_created_1_fos (Sales in INR),order_tracking_created_1_non_fos (Unique users),order_tracking_created_1_non_fos (Event counter),order_tracking_created_1_non_fos (Sales in INR),order_tracking_created_fos (Unique users),order_tracking_created_fos (Event counter),order_tracking_created_fos (Sales in INR),order_tracking_created_non_fos (Unique users),order_tracking_created_non_fos (Event counter),order_tracking_created_non_fos (Sales in INR),overlay_permission_not_given (Unique users),overlay_permission_not_given (Event counter),overlay_permission_not_given (Sales in INR),page_load (Unique users),page_load (Event counter),page_load (Sales in INR),page_seen (Unique users),page_seen (Event counter),page_seen (Sales in INR),payment_success_fos (Unique users),payment_success_fos (Event counter),payment_success_fos (Sales in INR),recharge_pack_select (Unique users),recharge_pack_select (Event counter),recharge_pack_select (Sales in INR),sales_code_started (Unique users),sales_code_started (Event counter),sales_code_started (Sales in INR),sales_code_success (Unique users),sales_code_success (Event counter),sales_code_success (Sales in INR),start_booking (Unique users),start_booking (Event counter),start_booking (Sales in INR),verify_otp_api_success (Unique users),verify_otp_api_success (Event counter),verify_otp_api_success (Sales in INR)
2024-12-10,CA,,other,SB_UAC_Hindi_KYC_NonFos_Firebase_Nov'22,,2,other,,205,2,0.67,86.93,,,28.98,,1,8,0.72,0,0,0.0,1,3,6.79,1,10,9.4,1,5,9.14,1,0,0.0,0,0,0.0,2,5,4.43,2,2,4.58,0,0,0.0,0,0,0.0,2,10,9.55,1,9,2.07,1,9,4.64,0,0,0.0,1,9,6.12,0,0,0.0,1,7,6.21,0,0,0.0,1,5,3.78,2,2,4.26,1,1,4.78,0,0,0.0,0,0,0.0,0,0,0.0,1,10,5.82,2,5,2.72,0,0,0.0,1,10,7.7,1,7,0.07,1,9,9.06,2,8,6.29,0,0,0.0,1,4,2.57,0,0,0.0,1,4,2.37,0,0,0.0,0,0,0.0
2025-01-24,US,"Golden, Shields and Mendoza",facebook,SB_UAC_English_KYC_NonFos_Firebase_May'24,,10,other,,300,0,0.0,63.34,,,63.34,,0,0,0.0,2,0,0.0,1,0,0.0,2,2,5.47,2,5,8.52,0,0,0.0,1,6,8.83,0,0,0.0,1,6,9.32,2,2,6.94,0,0,0.0,1,4,2.01,0,0,0.0,2,10,8.43,0,0,0.0,2,7,7.59,1,1,5.98,0,0,0.0,0,0,0.0,1,4,7.1,2,7,2.67,0,0,0.0,1,6,1.29,2,1,4.89,0,0,0.0,2,6,0.08,1,2,6.86,0,0,0.0,1,8,4.69,1,9,4.67,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,6,5.1,0,0,0.0,0,0,0.0,1,10,9.08
2024-12-26,CA,Cross-Howard,other,SB_UAC_English_KYC_NonFos_Firebase_May'24,16.0,8,other,0.5,465,1,0.11,92.24,83.88,0.1,46.12,10.48,0,0,0.0,2,9,2.96,1,6,6.2,2,10,8.66,1,10,3.51,0,0,0.0,2,3,4.28,0,0,0.0,1,0,0.0,2,7,3.25,0,0,0.0,0,0,0.0,2,9,9.51,1,6,5.09,2,10,7.65,2,2,9.88,1,3,0.58,0,0,0.0,1,6,8.05,0,0,0.0,1,4,1.2,1,2,0.36,2,0,0.0,2,7,8.43,1,8,5.05,1,6,8.63,1,0,0.0,2,4,2.89,1,4,6.79,0,0,0.0,1,8,1.76,2,1,3.6,1,3,9.41,1,2,7.62,0,0,0.0,2,6,4.09,1,0,0.0,2,5,2.03
2025-02-22,US,,other,SB_UAC_Hindi_KYC_Completed_Firebase_May'24,,4,re-attribution,,294,4,0.8,5.54,191.68,-0.97,1.11,47.92,2,5,8.54,2,6,3.29,1,9,3.83,1,5,1.81,1,10,8.9,0,0,0.0,2,3,2.92,2,1,7.37,1,4,9.48,0,0,0.0,0,0,0.0,1,4,3.94,2,1,9.93,0,0,0.0,2,4,6.64,0,0,0.0,0,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,1,8,7.39,0,0,0.0,0,0,0.0,0,0,0.0,1,5,7.76,2,4,9.83,1,0,0.0,1,8,6.34,0,0,0.0,2,6,3.02,0,0,0.0,1,1,3.34,1,3,0.79,0,0,0.0,2,1,3.64,1,3,9.06,0,0,0.0
2024-10-26,GB,"Wolfe, Smith and Lyons",other,SB_UAC_Hindi_KYC_NonFos_Firebase_May'24,,2,re-attribution,,363,2,0.67,68.73,437.24,-0.84,22.91,218.62,2,0,0.0,0,0,0.0,2,1,3.76,0,0,0.0,0,0,0.0,2,3,1.0,0,0,0.0,0,0,0.0,0,0,0.0,2,10,6.63,1,0,0.0,2,4,8.79,2,9,7.16,1,4,3.39,1,2,3.93,0,0,0.0,1,6,0.24,2,7,8.58,0,0,0.0,0,0,0.0,2,4,3.58,0,0,0.0,2,9,3.76,2,8,9.27,0,0,0.0,1,6,7.92,0,0,0.0,0,0,0.0,2,10,7.34,0,0,0.0,1,9,2.93,2,7,6.48,1,5,5.19,2,0,0.0,0,0,0.0,1,2,9.4,1,4,7.47,0,0,0.0
2025-09-01,IN,,facebook,SB_UAC_English_KYC_NonFos_Firebase_Nov'22,,8,new install,,248,2,0.22,5.55,205.78,-0.97,1.85,25.72,1,10,2.41,0,0,0.0,2,4,7.82,2,5,0.96,1,8,3.61,2,9,2.76,2,0,0.0,0,0,0.0,1,2,2.05,1,1,5.12,1,3,5.9,2,3,2.29,1,7,3.8,1,3,6.69,2,1,7.93,0,0,0.0,0,0,0.0,1,7,8.78,0,0,0.0,0,0,0.0,1,10,5.73,0,0,0.0,2,2,7.46,0,0,0.0,0,0,0.0,2,9,0.19,1,8,6.58,1,1,1.89,0,0,0.0,2,5,2.45,0,0,0.0,0,0,0.0,2,8,0.25,2,8,7.85,0,0,0.0,2,5,0.48,1,6,9.5,0,0,0.0
2025-05-18,CA,,facebook,SB_UAC_English_KYC_Completed_Firebase_April'24,,3,new install,,414,1,0.25,12.79,311.49,-0.96,6.39,103.83,2,5,2.29,1,5,8.54,2,10,6.24,0,0,0.0,0,0,0.0,1,1,5.77,0,0,0.0,1,4,6.42,1,7,9.09,0,0,0.0,1,1,1.63,2,2,4.29,0,0,0.0,0,0,0.0,2,4,4.62,0,0,0.0,0,0,0.0,0,0,0.0,1,5,9.02,2,7,2.88,2,6,6.74,0,0,0.0,1,6,3.96,1,4,3.97,1,4,4.92,2,5,9.35,0,0,0.0,0,0,0.0,0,0,0.0,2,5,1.63,2,0,0.0,2,1,4.41,1,1,3.49,1,4,4.22,0,0,0.0,0,0,0.0,0,0,0.0,1,3,1.06
2025-09-26,US,,organic,SB_UAC_English_KYC_Completed_Firebase_Nov'22,,2,re-attribution,,116,1,0.33,56.69,,,28.34,,1,1,9.17,2,4,3.49,0,0,0.0,1,6,0.2,0,0,0.0,1,10,4.15,1,7,7.46,1,3,8.77,0,0,0.0,1,6,2.56,1,1,1.1,2,10,9.54,0,0,0.0,0,0,0.0,0,0,0.0,2,5,9.46,0,0,0.0,0,0,0.0,1,6,0.8,1,5,5.06,1,0,0.0,1,2,6.43,1,3,9.99,2,0,0.0,1,6,0.98,2,8,4.46,2,5,4.35,0,0,0.0,0,0,0.0,1,2,8.95,0,0,0.0,0,0,0.0,0,0,0.0,1,6,5.3,0,0,0.0,1,10,9.87,1,1,9.73,0,0,0.0
2025-08-17,US,,googleadwords_int,SB_UAC_English_KYC_Completed_Firebase_Nov'22,,9,re-attribution,,136,3,0.3,31.49,473.34,-0.93,7.87,52.59,1,6,1.47,1,4,2.32,1,2,8.01,1,4,5.83,1,9,2.78,0,0,0.0,1,4,1.88,1,2,7.35,0,0,0.0,2,9,1.21,2,1,7.55,2,0,0.0,1,2,3.51,2,3,4.58,0,0,0.0,1,5,3.37,0,0,0.0,0,0,0.0,2,4,3.26,0,0,0.0,2,8,3.27,1,9,1.47,2,3,0.75,2,7,7.17,2,9,8.25,2,5,5.55,2,2,7.83,2,6,0.97,0,0,0.0,2,6,4.08,2,4,0.53,0,0,0.0,1,3,5.33,0,0,0.0,2,1,4.1,2,3,2.08,0,0,0.0,2,3,5.71
2024-11-08,GB,,googleadwords_int,SB_UAC_Hindi_KYC_NonFos_Firebase_May'24,,2,other,,443,5,1.67,97.74,,,16.29,,1,6,7.86,1,3,0.87,0,0,0.0,1,6,2.81,1,1,1.2,1,1,3.02,1,10,9.86,0,0,0.0,0,0,0.0,0,0,0.0,2,1,4.85,2,10,0.57,1,1,2.53,2,6,9.39,0,0,0.0,2,0,0.0,0,0,0.0,1,6,6.19,2,5,8.34,1,3,1.89,2,10,9.03,0,0,0.0,1,4,9.27,0,0,0.0,1,9,2.35,0,0,0.0,1,9,5.97,1,4,6.27,2,5,5.03,1,0,0.0,0,0,0.0,2,2,0.18,2,10,9.19,0,0,0.0,0,0,0.0,2,3,1.07,1,8,6.03,1,0,0.0
2025-06-23,US,,organic,SB_UAC_English_KYC_Completed_Firebase_Nov'22,,0,other,,64,1,1.0,80.28,,,40.14,,2,9,2.79,1,3,6.98,0,0,0.0,1,0,0.0,2,9,0.94,2,8,8.28,2,6,9.49,0,0,0.0,2,8,1.14,0,0,0.0,1,7,5.21,0,0,0.0,0,0,0.0,1,9,6.6,2,8,8.65,0,0,0.0,0,0,0.0,1,6,9.15,0,0,0.0,2,10,2.68,2,3,5.15,0,0,0.0,0,0,0.0,1,8,0.07,0,0,0.0,0,0,0.0,1,2,3.53,1,0,0.0,1,5,9.85,1,0,0.0,2,7,7.58,0,0,0.0,1,5,5.09,1,1,9.97,0,0,0.0,2,8,2.45,1,2,8.45,1,10,9.02
2025-10-08,US,"Salas, Tucker and Shea",other,SB_UAC_Hindi_KYC_Completed_Firebase_Nov'22,375.0,2,new install,0.005333333333333333,39,2,0.67,52.06,,,17.35,,0,0,0.0,1,8,8.72,0,0,0.0,2,1,6.36,2,4,2.92,2,3,2.2,1,0,0.0,2,1,2.5,2,0,0.0,1,3,5.06,2,5,5.95,0,0,0.0,2,9,1.93,1,9,2.19,2,6,2.83,0,0,0.0,0,0,0.0,0,0,0.0,2,10,2.8,0,0,0.0,2,2,7.24,2,4,9.69,1,2,6.33,2,0,0.0,1,2,4.72,2,5,3.51,1,4,7.67,1,5,4.03,1,9,5.61,2,2,8.12,1,4,9.97,0,0,0.0,0,0,0.0,1,9,8.15,2,2,4.12,1,9,5.7,1,4,9.17,0,0,0.0
2025-08-25,GB,Hernandez LLC,facebook,SB_UAC_Hindi_KYC_NonFos_Firebase_April'24,56.0,1,re-attribution,0.017857142857142856,223,5,2.5,82.49,,,13.75,,2,1,6.49,1,1,0.7,1,8,7.72,2,3,5.58,2,10,0.75,2,5,4.56,1,10,7.85,1,6,5.58,1,7,2.55,0,0,0.0,1,8,4.55,1,2,9.3,1,8,0.62,1,9,8.01,0,0,0.0,0,0,0.0,0,0,0.0,1,4,1.63,0,0,0.0,0,0,0.0,1,1,0.75,2,0,0.0,2,3,9.51,0,0,0.0,2,9,8.51,1,5,4.17,1,7,5.62,1,7,7.57,0,0,0.0,0,0,0.0,2,5,4.58,2,10,2.39,1,8,5.35,1,6,4.46,1,2,4.96,2,7,1.86,0,0,0.0,1,4,6.46
2025-09-06,US,,organic,SB_UAC_Hindi_KYC_NonFos_Firebase_May'24,593.0,2,new install,0.003372681281618887,498,5,1.67,15.11,,,2.52,,1,1,5.89,1,8,2.39,1,3,1.24,2,10,4.66,1,6,9.53,2,9,7.86,2,3,8.56,2,0,0.0,0,0,0.0,2,3,8.27,2,1,0.71,2,2,0.24,2,3,4.03,2,4,9.96,1,5,1.91,0,0,0.0,2,5,6.46,1,2,0.66,1,9,7.26,1,2,3.54,2,8,4.34,0,0,0.0,1,9,8.49,1,4,3.99,2,6,3.95,2,5,7.84,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,1,9.8,0,0,0.0,1,0,0.0,2,4,4.97,0,0,0.0,0,0,0.0
2025-01-27,IN,,googleadwords_int,SB_UAC_Hindi_KYC_Completed_Firebase_April'24,,0,other,,330,1,1.0,11.97,,,5.99,,0,0,0.0,2,10,2.24,1,7,9.71,1,3,3.58,2,0,0.0,1,6,8.41,1,3,5.07,1,9,2.93,1,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,1,5,9.79,1,10,6.88,0,0,0.0,2,1,5.45,0,0,0.0,1,8,7.51,1,10,8.24,1,1,4.87,1,9,4.02,1,1,0.85,0,0,0.0,0,0,0.0,0,0,0.0,1,7,6.04,0,0,0.0,1,7,3.23,2,7,3.14,1,10,5.7,1,5,9.17,0,0,0.0,1,7,3.09,0,0,0.0,0,0,0.0
2025-01-08,IN,,organic,SB_UAC_English_KYC_NonFos_Firebase_April'24,,8,re-attribution,,174,1,0.11,65.38,,,32.69,,0,0,0.0,0,0,0.0,2,3,6.36,2,8,1.82,0,0,0.0,2,6,7.58,1,3,5.79,2,0,0.0,0,0,0.0,0,0,0.0,2,4,0.09,2,8,7.82,2,6,8.97,2,10,9.6,0,0,0.0,1,7,2.21,1,6,8.16,1,0,0.0,2,2,1.79,0,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,2,10,7.52,2,10,0.85,2,10,7.8,2,4,2.79,1,3,1.29,1,7,1.95,1,1,4.48,1,8,3.66,1,10,4.86,2,9,3.56,1,2,6.47,0,0,0.0,2,7,9.22,1,4,2.73,2,9,7.71
2025-03-03,GB,Brown and Sons,other,SB_UAC_Hindi_KYC_NonFos_Firebase_April'24,1.0,10,new install,10.0,447,4,0.36,33.84,,,6.77,,2,0,0.0,1,10,5.08,0,0,0.0,0,0,0.0,2,6,4.59,1,8,6.05,2,2,9.81,1,8,7.4,1,3,8.34,0,0,0.0,0,0,0.0,2,0,0.0,2,7,8.93,1,4,3.19,2,8,2.24,1,0,0.0,0,0,0.0,2,3,2.61,1,4,4.19,2,6,1.89,1,1,5.77,0,0,0.0,0,0,0.0,1,10,5.36,0,0,0.0,1,0,0.0,1,5,6.12,0,0,0.0,0,0,0.0,1,5,0.79,1,5,3.25,1,5,2.69,1,8,0.15,1,8,0.56,1,7,4.11,2,3,6.86,0,0,0.0,1,10,1.47
2025-07-22,CA,,other,SB_UAC_Hindi_KYC_NonFos_Firebase_May'24,,4,re-attribution,,295,5,1.0,82.28,383.78,-0.79,13.71,95.94,1,5,3.13,1,2,5.9,1,10,0.47,2,8,0.96,2,1,2.33,0,0,0.0,2,2,6.97,1,8,0.5,0,0,0.0,0,0,0.0,0,0,0.0,2,0,0.0,2,7,7.03,1,9,2.88,2,7,8.02,0,0,0.0,1,7,2.92,0,0,0.0,0,0,0.0,0,0,0.0,2,9,0.2,2,3,6.48,1,3,1.07,2,4,1.87,1,2,6.76,2,0,0.0,1,0,0.0,2,7,6.87,0,0,0.0,0,0,0.0,1,2,4.2,0,0,0.0,0,0,0.0,1,3,2.64,0,0,0.0,2,7,2.63,1,9,8.13,1,4,1.46
2025-08-09,CA,,googleadwords_int,SB_UAC_English_KYC_Completed_Firebase_April'24,,10,re-attribution,,410,4,0.36,56.81,,,11.36,,1,5,6.11,2,5,6.75,1,8,2.73,2,1,9.3,1,1,5.26,0,0,0.0,0,0,0.0,2,6,7.2,0,0,0.0,1,9,8.53,2,0,0.0,0,0,0.0,0,0,0.0,2,1,0.98,0,0,0.0,2,4,3.95,0,0,0.0,2,1,1.34,1,0,0.0,1,5,9.91,0,0,0.0,2,6,7.37,1,8,2.6,1,8,9.43,0,0,0.0,2,3,0.47,0,0,0.0,1,1,7.43,2,9,2.39,2,5,3.91,2,8,5.21,2,2,5.16,2,1,0.8,2,8,8.68,0,0,0.0,1,9,6.05,0,0,0.0,0,0,0.0
2025-10-01,CA,,facebook,SB_UAC_Hindi_KYC_NonFos_Firebase_May'24,,0,new install,,428,2,2.0,42.45,43.88,-0.03,14.15,,2,1,5.67,0,0,0.0,0,0,0.0,2,1,3.14,2,6,9.02,2,9,6.93,2,8,2.69,0,0,0.0,0,0,0.0,1,5,9.99,1,9,8.76,2,3,4.45,1,3,9.18,1,6,4.83,2,0,0.0,1,7,9.34,1,8,6.86,2,8,6.95,0,0,0.0,1,4,2.36,1,1,9.19,1,1,7.31,1,3,5.79,1,10,8.37,2,10,5.81,1,3,3.47,2,7,8.02,0,0,0.0,1,4,8.09,2,6,4.12,1,0,0.0,1,4,6.27,1,0,0.0,2,8,6.27,0,0,0.0,0,0,0.0,2,7,0.66,0,0,0.0
2025-06-09,IN,,other,SB_UAC_Hindi_KYC_Completed_Firebase_Nov'22,,1,new install,,296,4,2.0,47.88,,,9.58,,1,5,3.7,1,5,5.64,1,0,0.0,2,10,1.5,1,6,3.24,2,6,8.47,2,4,7.03,2,5,8.85,2,2,4.98,2,1,7.4,0,0,0.0,2,2,8.58,1,4,8.14,1,2,6.69,2,5,7.35,1,8,3.4,0,0,0.0,1,4,3.06,2,7,5.78,1,2,9.43,1,3,4.79,1,6,2.68,1,4,7.76,2,4,1.29,2,5,5.53,0,0,0.0,1,2,4.79,0,0,0.0,0,0,0.0,1,5,1.01,1,0,0.0,1,5,6.43,2,8,7.93,1,2,3.91,2,3,0.26,1,4,6.59,0,0,0.0,2,4,3.78
2025-05-23,GB,,other,SB_UAC_Hindi_KYC_Completed_Firebase_May'24,,8,other,,460,4,0.44,55.73,250.93,-0.78,11.15,31.37,2,1,8.66,0,0,0.0,0,0,0.0,2,8,8.29,0,0,0.0,1,10,3.27,1,9,1.36,1,2,7.65,0,0,0.0,2,5,6.85,0,0,0.0,2,10,6.37,0,0,0.0,1,8,2.31,0,0,0.0,1,1,5.8,2,2,9.19,0,0,0.0,1,1,3.37,1,2,3.55,0,0,0.0,2,3,0.26,0,0,0.0,1,3,4.37,2,10,7.16,1,8,3.89,0,0,0.0,0,0,0.0,0,0,0.0,2,10,5.62,1,3,8.98,0,0,0.0,0,0,0.0,1,6,1.68,0,0,0.0,2,0,0.0,2,1,5.68,2,8,4.71
2025-10-04,GB,Baker-Ellison,organic,SB_UAC_English_KYC_NonFos_Firebase_Nov'22,,5,re-attribution,,348,5,0.83,34.58,,,5.76,,1,2,3.91,2,8,9.67,0,0,0.0,0,0,0.0,2,8,0.59,2,9,5.04,0,0,0.0,2,6,4.32,1,7,5.5,0,0,0.0,2,10,3.91,2,1,9.39,1,4,1.79,2,5,4.68,2,6,8.36,2,1,8.26,1,0,0.0,0,0,0.0,1,8,7.05,2,9,7.0,1,8,9.07,1,5,6.25,1,6,7.21,0,0,0.0,1,9,2.49,0,0,0.0,1,9,4.48,1,0,0.0,1,8,7.63,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,8.93,0,0,0.0,1,6,6.08,1,3,7.87
2025-06-01,GB,,other,SB_UAC_English_KYC_Completed_Firebase_Nov'22,249.0,10,new install,0.040160642570281124,77,1,0.09,34.84,,,17.42,,2,2,9.47,2,6,6.93,1,10,2.31,1,4,4.46,0,0,0.0,2,8,9.67,1,5,5.04,2,8,3.85,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,4,5.83,2,7,6.59,0,0,0.0,1,8,1.18,1,10,5.47,0,0,0.0,1,10,9.51,0,0,0.0,0,0,0.0,1,3,8.77,2,7,8.29,2,0,0.0,1,10,5.83,2,4,8.34,2,0,0.0,2,4,8.71,1,2,1.68,2,0,0.0,0,0,0.0,1,7,7.75,0,0,0.0,2,6,2.59,1,6,1.82,1,0,0.0,1,7,8.01,1,4,8.16
2024-12-10,US,,organic,SB_UAC_English_KYC_Completed_Firebase_May'24,838.0,3,other,0.003579952267303103,304,1,0.25,89.68,,,44.84,,1,4,3.59,0,0,0.0,2,4,4.4,2,10,7.81,2,0,0.0,0,0,0.0,1,6,0.53,2,5,7.02,0,0,0.0,0,0,0.0,1,10,7.13,2,6,7.14,2,0,0.0,2,6,1.23,0,0,0.0,1,2,3.92,2,8,4.58,0,0,0.0,2,8,5.02,1,7,9.11,1,0,0.0,2,6,0.15,1,1,3.19,1,10,5.02,0,0,0.0,1,6,2.6,2,1,1.74,2,0,0.0,2,5,6.61,1,9,1.96,1,3,5.64,2,9,1.05,1,10,1.72,1,10,1.8,2,5,2.6,0,0,0.0,1,8,2.54,2,5,0.84
2025-10-11,US,,facebook,SB_UAC_Hindi_KYC_Completed_Firebase_May'24,102.0,5,re-attribution,0.049019607843137254,384,4,0.67,4.49,,,0.9,,0,0,0.0,0,0,0.0,2,2,5.29,2,1,2.14,1,9,7.44,1,8,3.63,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,7,6.02,0,0,0.0,0,0,0.0,0,0,0.0,2,8,0.71,1,5,3.62,1,7,9.95,1,0,0.0,2,7,4.8,0,0,0.0,0,0,0.0,0,0,0.0,1,9,0.34,0,0,0.0,0,0,0.0,0,0,0.0,1,4,3.34,1,8,5.91,1,8,0.8,2,5,9.78,1,2,0.24,0,0,0.0,0,0,0.0,2,5,8.72,1,1,4.72,2,8,5.18,0,0,0.0,2,3,6.9
2025-05-15,CA,,other,SB_UAC_English_KYC_NonFos_Firebase_Nov'22,,9,other,,460,0,0.0,51.6,,,51.6,,0,0,0.0,2,9,3.33,2,5,0.16,1,4,9.68,1,0,0.0,2,3,8.01,0,0,0.0,2,2,0.39,0,0,0.0,0,0,0.0,2,1,7.68,1,5,2.3,2,10,7.58,2,5,7.95,1,3,2.17,0,0,0.0,1,10,8.7,1,9,2.28,2,6,5.82,0,0,0.0,1,10,2.82,1,4,9.77,0,0,0.0,0,0,0.0,1,5,1.33,1,8,5.42,0,0,0.0,1,0,0.0,1,5,8.92,1,1,4.76,1,0,0.0,2,9,2.42,2,5,0.02,1,4,0.12,0,0,0.0,2,8,8.48,0,0,0.0,0,0,0.0
2025-02-12,US,,facebook,SB_UAC_Hindi_KYC_Completed_Firebase_May'24,,2,re-attribution,,32,2,0.67,86.32,,,28.77,,1,5,2.65,2,1,9.98,2,4,5.6,2,10,0.62,2,6,7.27,0,0,0.0,2,6,9.51,0,0,0.0,1,9,6.77,2,5,0.92,1,1,0.21,2,0,0.0,1,7,7.11,2,7,9.84,2,7,0.17,0,0,0.0,1,9,6.77,0,0,0.0,1,6,3.14,0,0,0.0,1,1,7.68,0,0,0.0,1,4,1.06,0,0,0.0,0,0,0.0,2,8,8.22,1,4,7.63,0,0,0.0,1,6,4.35,2,8,7.49,1,10,6.89,1,1,8.14,2,3,8.74,0,0,0.0,0,0,0.0,2,2,3.74,1,5,4.35,1,8,6.65
2025-01-13,IN,,facebook,SB_UAC_Hindi_KYC_NonFos_Firebase_April'24,,6,other,,403,0,0.0,6.03,,,6.03,,0,0,0.0,2,5,2.71,1,4,6.13,1,2,1.15,2,2,1.99,1,9,0.74,1,8,2.76,2,7,9.6,0,0,0.0,2,7,1.24,2,5,3.92,1,1,1.38,0,0,0.0,1,2,9.97,1,9,6.24,2,0,0.0,2,2,6.74,0,0,0.0,2,7,5.53,2,9,1.33,2,1,5.46,0,0,0.0,2,6,8.08,2,9,0.32,0,0,0.0,0,0,0.0,2,8,8.88,2,4,4.56,1,4,1.56,2,1,0.43,1,9,2.84,1,9,5.26,1,1,4.37,2,9,6.7,1,1,5.91,1,1,6.03,2,2,7.76,2,2,9.51
2024-11-08,GB,,facebook,SB_UAC_Hindi_KYC_NonFos_Firebase_Nov'22,,2,re-attribution,,269,1,0.33,52.09,444.64,-0.88,26.05,222.32,1,10,9.3,2,5,6.5,1,8,3.89,2,1,1.61,1,1,8.62,2,10,1.77,1,9,4.98,2,5,6.47,1,2,0.32,0,0,0.0,0,0,0.0,0,0,0.0,1,2,8.75,1,10,6.29,0,0,0.0,0,0,0.0,2,4,0.76,1,10,8.81,0,0,0.0,0,0,0.0,0,0,0.0,1,10,6.85,0,0,0.0,2,6,7.81,0,0,0.0,2,4,4.09,0,0,0.0,2,9,0.47,2,2,4.73,2,2,2.33,2,2,4.62,2,0,0.0,0,0,0.0,2,6,6.95,0,0,0.0,0,0,0.0,2,9,3.44,0,0,0.0
2025-08-05,US,,facebook,SB_UAC_English_KYC_NonFos_Firebase_May'24,,1,new install,,85,2,1.0,87.49,133.4,-0.34,29.16,133.4,1,9,4.38,2,1,0.86,0,0,0.0,0,0,0.0,0,0,0.0,1,9,9.39,0,0,0.0,1,7,9.41,1,4,2.38,2,0,0.0,2,6,7.6,0,0,0.0,1,4,5.1,2,6,7.86,1,0,0.0,2,0,0.0,2,2,1.92,1,7,4.93,2,6,7.55,0,0,0.0,0,0,0.0,2,6,6.23,2,0,0.0,1,9,2.31,0,0,0.0,1,8,4.48,1,6,9.8,2,1,3.95,0,0,0.0,0,0,0.0,1,8,2.41,2,8,6.04,2,8,5.55,2,8,4.93,1,10,9.02,0,0,0.0,0,0,0.0,2,9,4.79
